patch,date [DD.MM.YYYY],time [HH:MM],water_temp [°C],ph [pH],do [mg l-1],do_sat [saturation],w_co2 [mATM],conductivity [uS cm -1],turb [NTU],rdna [boolean],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],rgi_v6,glims_id,wgms_id,m_balance,mb_obs,fv_variation,fv_obs,sp_event,data_s,data_ts,sn_data,sn_data_ts,dem_data,dem_data_ts,mb_data_s,fv_data_s,sp_event_s,chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],abs254 [m-1],abs300 [m-1],suva [mg C l-1 m-1],e2e3 [proportion],e4e6 [proportion],s275295 [nm-1],s350400 [nm-1],s300700 [nm-1],sr [proportion],bix [proportion],fi [proportion],hix [proportion],coble_t [RU],coble_a [RU],coble_m [RU],coble_c [RU],doc [ug l-1],tss_1 [%],tss_2 [%],tss_3 [%],tss_4 [%],tss_5 [%],tss_5a [%],tss_5b [%],tss_5c [%],tss_5d [%],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1],hydro_isotope [per_mil],oxy_isotope [per_mil],Expedition
GL42_UP_1,11.09.19,12:09,0.3,7.73,10.9,101.3,281.7,57.5,30.3,0,Midjirgi,43.0925,43.1693,2668,43.0936,43.1692,2637,NA,NA,122,31,NA,14.92,0.48,31.23,RGI60-12.01262,G043172E43060N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003801,1.829387,0.003641476,0.279736054,0.017950654,0.465901651,0.016781184,12.4586955,42869.19633,2921488.64,0.001055475,4.209,2.869,NA,2.668,4.134,0.009,0.009,0.008,0.999,0.96912,1.404089,0.677292,0.03255,0.02783,0.017644,0.012712,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,18.9,339.2,2.3,NA,NA,Russia
GL42_UP_2,11.09.19,12:09,0.3,7.73,10.9,101.3,281.7,57.5,30.3,0,Midjirgi,43.0925,43.1693,2668,43.0936,43.1692,2637,NA,NA,122,31,NA,14.92,0.48,31.23,RGI60-12.01262,G043172E43060N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001527667,NA,0.000747947,0.056483703,0.010341933,0.280587155,0.021150768,13.7819785,NA,2749998.1,8.16E-05,4.209,2.869,NA,2.668,4.134,0.009,0.009,0.008,0.999,0.96912,1.404089,0.677292,0.03255,0.02783,0.017644,0.012712,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,18.9,339.2,2.3,NA,NA,Russia
GL42_UP_3,11.09.19,12:09,0.3,7.73,10.9,101.3,281.7,57.5,30.3,0,Midjirgi,43.0925,43.1693,2668,43.0936,43.1692,2637,NA,NA,122,31,NA,14.92,0.48,31.23,RGI60-12.01262,G043172E43060N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001299,0.040549,4.63E-05,0.075274214,0.003972407,0.261730374,0.009255386,16.102955,NA,1215723.65,0.000844578,4.209,2.869,NA,2.668,4.134,0.009,0.009,0.008,0.999,0.96912,1.404089,0.677292,0.03255,0.02783,0.017644,0.012712,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,18.9,339.2,2.3,NA,NA,Russia
GL42_DN_1,08.09.19,11:35,3.8,7.79,10.4,100,302.5,69.9,52,0,Midjirgi,43.0925,43.1693,2668,43.1122,43.1494,2121,NA,NA,2737,547,NA,16.41,0.36,45.68,RGI60-12.01262,G043172E43060N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009174,NA,0.013177637,0.171204359,0.019390053,0.418771669,0.002213883,37.171015,62026.16933,2874351.93,0.004715209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russia
GL42_DN_2,08.09.19,11:35,3.8,7.79,10.4,100,302.5,69.9,52,0,Midjirgi,43.0925,43.1693,2668,43.1122,43.1494,2121,NA,NA,2737,547,NA,16.41,0.36,45.68,RGI60-12.01262,G043172E43060N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004156,0.748613,0.01701148,0.217394533,0.028643126,0.475439523,0.034309263,95.364695,NA,2518060.72,0.003400437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russia
GL42_DN_3,08.09.19,11:35,3.8,7.79,10.4,100,302.5,69.9,52,0,Midjirgi,43.0925,43.1693,2668,43.1122,43.1494,2121,NA,NA,2737,547,NA,16.41,0.36,45.68,RGI60-12.01262,G043172E43060N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009060333,NA,0.095719264,0.253041468,0.050961253,0.498161009,0.037767374,104.32038,NA,1882994.35,0.002634225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russia
GL43_UP_1,09.09.19,10:05,0,6.48,10.4,90.2,NA,156,93.9,0,Bezengi,43.105,43.1319,2205,43.1057,43.1318,2190,NA,NA,81,15,NA,42.12,0.45,93.79,RGI50-12.00014,G043084E43033N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001277,4.31754,0.002791467,0.032349429,0.058235482,0.496124164,0.017777762,0.076339,14478.332,1358649.8,0.004155076,1.504,1.335666667,0.5475,1.633,4.573333333,0.004333333,0.004,0.003666667,1.093333333,0.782813667,1.353893,0.836268667,0.012255,0.018784667,0.011108333,0.008568667,150.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.826905,4.800055,3.722395,16.09886,6.39892,28.36953,NA,NA,NA,NA,NA,NA,-91.8172,-13.4725,Russia
GL43_UP_2,09.09.19,10:05,0,6.48,10.4,90.2,NA,156,93.9,0,Bezengi,43.105,43.1319,2205,43.1057,43.1318,2190,NA,NA,81,15,NA,42.12,0.45,93.79,RGI50-12.00014,G043084E43033N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001102667,3.920149,0.001965607,0.081789124,0.011958927,0.0399967,0.010636547,5.7074155,NA,1584569.96,0.004196198,1.504,1.335666667,0.5475,1.633,4.573333333,0.004333333,0.004,0.003666667,1.093333333,0.782813667,1.353893,0.836268667,0.012255,0.018784667,0.011108333,0.008568667,150.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.826905,4.800055,3.722395,16.09886,6.39892,28.36953,NA,NA,NA,NA,NA,NA,-91.8172,-13.4725,Russia
GL43_UP_3,09.09.19,10:05,0,6.48,10.4,90.2,NA,156,93.9,0,Bezengi,43.105,43.1319,2205,43.1057,43.1318,2190,NA,NA,81,15,NA,42.12,0.45,93.79,RGI50-12.00014,G043084E43033N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.999959,0.001359825,0.00697785,0.004140683,0.094747149,0.00247668,3.868584,NA,1662319.75,0.002855911,1.504,1.335666667,0.5475,1.633,4.573333333,0.004333333,0.004,0.003666667,1.093333333,0.782813667,1.353893,0.836268667,0.012255,0.018784667,0.011108333,0.008568667,150.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.826905,4.800055,3.722395,16.09886,6.39892,28.36953,NA,NA,NA,NA,NA,NA,-91.8172,-13.4725,Russia
GL43_DN_1,08.09.19,04:48,0.6,7.75,11.5,100.9,367,96,NA,0,Bezengi,43.105,43.1319,2205,43.1172,43.1493,2037,NA,NA,1993,168,NA,42.13,0.42,100.78,RGI50-12.00014,G043084E43033N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001734667,5.082094,0.00316044,0.001345746,0.01746183,0.003647456,0.0121025,107.113635,80146.209,2340735.3,0.001265757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russia
GL43_DN_2,08.09.19,04:48,0.6,7.75,11.5,100.9,367,96,NA,0,Bezengi,43.105,43.1319,2205,43.1172,43.1493,2037,NA,NA,1993,168,NA,42.13,0.42,100.78,RGI50-12.00014,G043084E43033N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000341667,NA,0.003532541,0.039364069,0.006211058,0.283342398,0.003579822,206.2481545,NA,1666327.16,0.001285864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russia
GL43_DN_3,08.09.19,04:48,0.6,7.75,11.5,100.9,367,96,NA,0,Bezengi,43.105,43.1319,2205,43.1172,43.1493,2037,NA,NA,1993,168,NA,42.13,0.42,100.78,RGI50-12.00014,G043084E43033N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.738604,0.000202442,0.01978575,0.002295712,0.021246715,0.298085554,202.78155,NA,1383926.95,0.000652584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russia
GL44_UP_1,10.09.19,13:00,0.2,8.14,9.5,98.7,206.1,154.4,37.8,0,"""50""/""442""",43.0915,43.2011,3531,43.0924,43.199,3481,NA,NA,197,50,NA,0.96,0.42,2.26,RGI60-12.00595,G043218E43085N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008527,0,0.005277437,0.426767594,0.021784358,0.880126336,0.025374677,28.98973,13658.04367,3082983.4,0.000892575,2.736,1.834666667,0.340333333,2.847666667,5.565666667,0.009333333,0.008333333,0.008333333,1.14,0.852088,1.404899667,1.59545,0.052655333,0.059093667,0.040285667,0.030639333,352.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78903,1.64509,2.029945,18.69214,1.12403,35.15068,NA,NA,NA,NA,NA,NA,-69.5917,-10.6086,Russia
GL44_UP_2,10.09.19,13:00,0.2,8.14,9.5,98.7,206.1,154.4,37.8,0,"""50""/""442""",43.0915,43.2011,3531,43.0924,43.199,3481,NA,NA,197,50,NA,0.96,0.42,2.26,RGI60-12.00595,G043218E43085N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003952,0,0.010730782,0.191604466,0.045542068,1.074168325,0.01019868,58.21047,NA,3023027.48,0.001333846,2.736,1.834666667,0.340333333,2.847666667,5.565666667,0.009333333,0.008333333,0.008333333,1.14,0.852088,1.404899667,1.59545,0.052655333,0.059093667,0.040285667,0.030639333,352.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78903,1.64509,2.029945,18.69214,1.12403,35.15068,NA,NA,NA,NA,NA,NA,-69.5917,-10.6086,Russia
GL44_UP_3,10.09.19,13:00,0.2,8.14,9.5,98.7,206.1,154.4,37.8,0,"""50""/""442""",43.0915,43.2011,3531,43.0924,43.199,3481,NA,NA,197,50,NA,0.96,0.42,2.26,RGI60-12.00595,G043218E43085N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005223667,0.671848,0.01144831,0.037178417,0.032895379,0.734863998,0.003700027,59.506425,NA,3491602.57,0.000630531,2.736,1.834666667,0.340333333,2.847666667,5.565666667,0.009333333,0.008333333,0.008333333,1.14,0.852088,1.404899667,1.59545,0.052655333,0.059093667,0.040285667,0.030639333,352.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78903,1.64509,2.029945,18.69214,1.12403,35.15068,NA,NA,NA,NA,NA,NA,-69.5917,-10.6086,Russia
GL44_DN_1,11.09.19,15:33,3,8,9.9,99.7,274.2,126.7,10.5,0,"""50""/""442""",43.0915,43.2011,3531,43.0941,43.1733,2660,NA,NA,2297,871,NA,1.06,0.2,5.25,RGI60-12.00595,G043218E43085N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510728667,NA,0.41074664,9.275778375,4.394796981,41.68947834,1.480894669,53.40876,4308.978667,140339198,0.009253449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,9.5,588.5,0,NA,NA,Russia
GL44_DN_2,11.09.19,15:33,3,8,9.9,99.7,274.2,126.7,10.5,0,"""50""/""442""",43.0915,43.2011,3531,43.0941,43.1733,2660,NA,NA,2297,871,NA,1.06,0.2,5.25,RGI60-12.00595,G043218E43085N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169341667,5.425858,0.237310765,4.63908638,1.622220659,21.04205539,0.564770387,32.60431,NA,118609507,0.00560048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,9.5,588.5,0,NA,NA,Russia
GL44_DN_3,11.09.19,15:33,3,8,9.9,99.7,274.2,126.7,10.5,0,"""50""/""442""",43.0915,43.2011,3531,43.0941,43.1733,2660,NA,NA,2297,871,NA,1.06,0.2,5.25,RGI60-12.00595,G043218E43085N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210178667,NA,0.75317995,4.235752565,1.926987933,27.69728752,0.751841409,47.179115,NA,77911735.6,0.008110605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,9.5,588.5,0,NA,NA,Russia
GL45_UP_1,12.09.19,12:02,0.6,8.02,10.1,100.9,232.3,135.7,5.7,0,"""50""/""4446""",43.0734,43.1787,3215,43.0752,43.1743,3027,NA,NA,415,188,NA,0.31,0.26,1.22,RGI60-12.01187,G043188E43071N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001939667,0.055187,0.007845659,0.110747031,0.02975216,1.170257597,0.023941277,68.8441,22943.041,5498732.07,0.000785877,1.836666667,1.090666667,0.337,3.267666667,71.97133333,0.011333333,0.008333333,0.009,1.413333333,0.823161,1.351602333,2.1903,0.043118333,0.045331333,0.028215,0.022089333,239.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55938,1.332195,2.298975,14.44164,0.90888,31.26529,NA,NA,1.3,5.6,531,0,-74.2318,-11.2374,Russia
GL45_UP_2,12.09.19,12:02,0.6,8.02,10.1,100.9,232.3,135.7,5.7,0,"""50""/""4446""",43.0734,43.1787,3215,43.0752,43.1743,3027,NA,NA,415,188,NA,0.31,0.26,1.22,RGI60-12.01187,G043188E43071N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002615,3.06494,0.009750771,0.111936633,0.030327154,1.747471335,0.020101906,175.34385,NA,10439627.4,0.000270367,1.836666667,1.090666667,0.337,3.267666667,71.97133333,0.011333333,0.008333333,0.009,1.413333333,0.823161,1.351602333,2.1903,0.043118333,0.045331333,0.028215,0.022089333,239.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55938,1.332195,2.298975,14.44164,0.90888,31.26529,NA,NA,1.3,5.6,531,0,-74.2318,-11.2374,Russia
GL45_UP_3,12.09.19,12:02,0.6,8.02,10.1,100.9,232.3,135.7,5.7,0,"""50""/""4446""",43.0734,43.1787,3215,43.0752,43.1743,3027,NA,NA,415,188,NA,0.31,0.26,1.22,RGI60-12.01187,G043188E43071N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026807,3.150792,0.019340145,0.428895401,0.206876717,2.694295635,0.053140894,215.18275,NA,6972011.97,0.000614172,1.836666667,1.090666667,0.337,3.267666667,71.97133333,0.011333333,0.008333333,0.009,1.413333333,0.823161,1.351602333,2.1903,0.043118333,0.045331333,0.028215,0.022089333,239.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55938,1.332195,2.298975,14.44164,0.90888,31.26529,NA,NA,1.3,5.6,531,0,-74.2318,-11.2374,Russia
GL45_DN_1,12.09.19,14:51,4.7,8,9.1,99.5,221.3,123.1,12.5,0,"""50""/""4446""",43.0734,43.1787,3215,43.0751,43.1714,2924,NA,NA,645,291,NA,0.31,0.25,1.25,RGI60-12.01187,G043188E43071N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075332,3.609235,0.077059623,5.310449066,0.480071213,8.140364971,0.072685,243.42915,27360.74733,33249353,0.00193691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.9,550.5,0,NA,NA,Russia
GL45_DN_2,12.09.19,14:51,4.7,8,9.1,99.5,221.3,123.1,12.5,0,"""50""/""4446""",43.0734,43.1787,3215,43.0751,43.1714,2924,NA,NA,645,291,NA,0.31,0.25,1.25,RGI60-12.01187,G043188E43071N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058852333,3.345325,0.066976387,1.772324434,0.307654724,5.496216055,0.119682686,293.225,NA,29086659.5,0.000733099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.9,550.5,0,NA,NA,Russia
GL45_DN_3,12.09.19,14:51,4.7,8,9.1,99.5,221.3,123.1,12.5,0,"""50""/""4446""",43.0734,43.1787,3215,43.0751,43.1714,2924,NA,NA,645,291,NA,0.31,0.25,1.25,RGI60-12.01187,G043188E43071N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044089,3.095548,0.076541757,3.52452984,0.41518176,4.942548066,0.382701539,153.61475,NA,37193301.6,0.00190591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.9,550.5,0,NA,NA,Russia
GL46_UP_1,13.09.19,11:30,0.4,8.06,9.9,99.6,198.1,104.3,33.7,0,"""443""",43.0808,43.1882,3351,43.0832,43.1839,3154,NA,NA,440,197,NA,1.57,0.55,2.88,RGI60-12.00396,G043201E43079N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048202667,3.366763,0.118882144,2.243527828,0.330719883,8.855336804,0.122450307,167.52355,33603.45633,18795594.4,0.003020209,2.917,1.802666667,0.833,3.097333333,4.934333333,0.011333333,0.007,0.007333333,1.598666667,0.895302,1.366027333,0.531129,0.034828,0.022190667,0.013127333,0.009843,184.4333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00676,1.14904,1.6287,10.37212,NA,NA,NA,NA,1.6,7,411.8,0,-79.571,-11.8647,Russia
GL46_UP_2,13.09.19,11:30,0.4,8.06,9.9,99.6,198.1,104.3,33.7,0,"""443""",43.0808,43.1882,3351,43.0832,43.1839,3154,NA,NA,440,197,NA,1.57,0.55,2.88,RGI60-12.00396,G043201E43079N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036712333,0,0.099810403,1.292053678,0.207308307,6.121877583,0.118822653,200.86875,NA,6813705.66,0.000583527,2.917,1.802666667,0.833,3.097333333,4.934333333,0.011333333,0.007,0.007333333,1.598666667,0.895302,1.366027333,0.531129,0.034828,0.022190667,0.013127333,0.009843,184.4333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00676,1.14904,1.6287,10.37212,NA,NA,NA,NA,1.6,7,411.8,0,-79.571,-11.8647,Russia
GL46_UP_3,13.09.19,11:30,0.4,8.06,9.9,99.6,198.1,104.3,33.7,0,"""443""",43.0808,43.1882,3351,43.0832,43.1839,3154,NA,NA,440,197,NA,1.57,0.55,2.88,RGI60-12.00396,G043201E43079N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128029,4.466301,0.135778763,3.469767933,0.404556125,13.19234767,0.118761351,267.08235,NA,28193146.3,0.00326761,2.917,1.802666667,0.833,3.097333333,4.934333333,0.011333333,0.007,0.007333333,1.598666667,0.895302,1.366027333,0.531129,0.034828,0.022190667,0.013127333,0.009843,184.4333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00676,1.14904,1.6287,10.37212,NA,NA,NA,NA,1.6,7,411.8,0,-79.571,-11.8647,Russia
GL46_DN_1,13.09.19,14:30,7,8.02,8.8,100,233,116.8,54.9,0,"""443""",43.0808,43.1882,3351,43.0858,43.173,2779,NA,NA,1373,572,NA,1.58,0.4,3.92,RGI60-12.00396,G043201E43079N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044039,0.505943,0.070819985,0.818554258,0.245701623,5.888254946,0.091475219,109.8516,75728.873,19878226.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2,431.4,0,NA,NA,Russia
GL46_DN_2,13.09.19,14:30,7,8.02,8.8,100,233,116.8,54.9,0,"""443""",43.0808,43.1882,3351,43.0858,43.173,2779,NA,NA,1373,572,NA,1.58,0.4,3.92,RGI60-12.00396,G043201E43079N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115836,NA,0.119693042,2.157929401,0.309565893,9.754631909,0.159052033,190.2749,NA,36993276.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2,431.4,0,NA,NA,Russia
GL46_DN_3,13.09.19,14:30,7,8.02,8.8,100,233,116.8,54.9,0,"""443""",43.0808,43.1882,3351,43.0858,43.173,2779,NA,NA,1373,572,NA,1.58,0.4,3.92,RGI60-12.00396,G043201E43079N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016782,1.872998,0.035332052,0.397203113,0.1141052,4.573912583,0.054000793,200.47725,NA,18541271.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2,431.4,0,NA,NA,Russia
GL47_UP_1,17.09.19,10:23,0.5,7.68,10.7,99.8,257.9,36.1,26.9,0,Kashkatash ,43.2106,42.6841,2573,43.2116,42.6847,2517,NA,NA,122,56,NA,3.04,0.42,7.22,RGI60-12.00259,G042693E43189N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015034333,0.148293,0.019377632,3.977695907,0.06100032,2.314783655,0.021069624,7.625115,111137.9243,3010467.56,0.001848743,2.134666667,1.450666667,0.375333333,2.581666667,11.54866667,0.009,0.008,0.007666667,1.177,0.677443667,1.359416667,1.210843333,0.024745667,0.031634333,0.018393,0.014591,246.7666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.8,123.6,0,-80.9983,-12.3306,Russia
GL47_UP_2,17.09.19,10:23,0.5,7.68,10.7,99.8,257.9,36.1,26.9,0,Kashkatash ,43.2106,42.6841,2573,43.2116,42.6847,2517,NA,NA,122,56,NA,3.04,0.42,7.22,RGI60-12.00259,G042693E43189N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025104667,0.433371,0.026853177,2.248588841,0.095428799,1.858464333,0.057698507,54.80308,NA,7540987.02,0.002858188,2.134666667,1.450666667,0.375333333,2.581666667,11.54866667,0.009,0.008,0.007666667,1.177,0.677443667,1.359416667,1.210843333,0.024745667,0.031634333,0.018393,0.014591,246.7666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.8,123.6,0,-80.9983,-12.3306,Russia
GL47_UP_3,17.09.19,10:23,0.5,7.68,10.7,99.8,257.9,36.1,26.9,0,Kashkatash ,43.2106,42.6841,2573,43.2116,42.6847,2517,NA,NA,122,56,NA,3.04,0.42,7.22,RGI60-12.00259,G042693E43189N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010400667,0,0.022491595,0.626180408,0.090545152,2.105828983,0.030367819,70.45242,NA,2078046.91,0.002148956,2.134666667,1.450666667,0.375333333,2.581666667,11.54866667,0.009,0.008,0.007666667,1.177,0.677443667,1.359416667,1.210843333,0.024745667,0.031634333,0.018393,0.014591,246.7666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.8,123.6,0,-80.9983,-12.3306,Russia
GL47_DN_1,17.09.19,14:31,2.4,7.35,10.6,99.9,293.4,28.1,33.9,0,Kashkatash ,43.2106,42.6841,2573,43.2203,42.6839,2177,NA,NA,1087,396,NA,3.04,0.39,7.75,RGI60-12.00259,G042693E43189N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11745,0.130398,0.03401383,12.13281165,0.130208047,2.392878422,0.048254258,11.287436,146145.164,9160647.51,0.007412677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.3,89.5,0,NA,NA,Russia
